facility_id,day,total_beds,occupied_beds,occupancy_rate
ARAR-PHC-4,13,13,10,0.77
ARAR-PHC-4,14,13,9,0.69
ARAR-PHC-4,15,13,9,0.69
ARAR-PHC-4,16,13,10,0.77
ARAR-PHC-4,17,13,10,0.77
ARAR-PHC-4,18,13,11,0.85
ARAR-PHC-4,19,13,10,0.77
ARAR-PHC-4,20,13,10,0.77
ARAR-PHC-4,21,13,10,0.77
ARAR-PHC-4,22,13,7,0.54
ARAR-PHC-4,23,13,8,0.62
ARAR-PHC-4,24,13,13,1.0
ARAR-PHC-4,25,13,11,0.85
ARAR-PHC-4,26,13,10,0.77
ARAR-PHC-4,27,13,12,0.92
ARAR-PHC-4,28,13,13,1.0
ARAR-PHC-4,29,13,13,1.0
ARAR-PHC-4,30,13,10,0.77
ARAR-PHC-4,31,13,9,0.69
ARAR-PHC-4,32,13,10,0.77
ARAR-PHC-4,33,13,9,0.69
ARAR-PHC-4,34,13,10,0.77
ARAR-PHC-4,35,13,12,0.92
ARAR-PHC-4,36,13,9,0.69
ARAR-PHC-4,37,13,9,0.69
ARAR-PHC-4,38,13,9,0.69
ARAR-PHC-4,39,13,12,0.92
ARAR-PHC-4,40,13,9,0.69
ARAR-PHC-4,41,13,10,0.77
ARAR-PHC-4,42,13,7,0.54
ARAR-PHC-4,43,13,10,0.77
ARAR-PHC-4,44,13,9,0.69
ARAR-PHC-4,45,13,9,0.69
ARAR-PHC-4,46,13,9,0.69
ARAR-PHC-4,47,13,10,0.77
ARAR-PHC-4,48,13,10,0.77
ARAR-PHC-4,49,13,10,0.77
ARAR-PHC-4,50,13,10,0.77
ARAR-PHC-4,51,13,11,0.85
ARAR-PHC-4,52,13,10,0.77
ARAR-PHC-4,53,13,8,0.62
ARAR-PHC-4,54,13,10,0.77
ARAR-PHC-4,55,13,9,0.69
ARAR-PHC-4,56,13,12,0.92
ARAR-PHC-4,57,13,11,0.85
ARAR-PHC-4,58,13,11,0.85
ARAR-PHC-4,59,13,10,0.77
ARAR-PHC-4,60,13,10,0.77
ARAR-PHC-4,61,13,11,0.85
ARAR-PHC-4,62,13,10,0.77
ARAR-PHC-4,63,13,9,0.69
ARAR-PHC-4,64,13,10,0.77
ARAR-PHC-4,65,13,13,1.0
ARAR-PHC-4,66,13,9,0.69
ARAR-PHC-4,67,13,8,0.62
ARAR-PHC-4,68,13,11,0.85
ARAR-PHC-4,69,13,10,0.77
ARAR-PHC-4,70,13,12,0.92
ARAR-PHC-4,71,13,12,0.92
ARAR-PHC-4,72,13,8,0.62
ARAR-PHC-4,73,13,12,0.92
ARAR-PHC-4,74,13,9,0.69
ARAR-PHC-4,75,13,8,0.62
ARAR-PHC-4,76,13,9,0.69
ARAR-PHC-4,77,13,12,0.92
ARAR-PHC-4,78,13,9,0.69
ARAR-PHC-4,79,13,8,0.62
ARAR-PHC-4,80,13,9,0.69
ARAR-PHC-4,81,13,11,0.85
ARAR-PHC-4,82,13,11,0.85
ARAR-PHC-4,83,13,7,0.54
ARAR-PHC-4,84,13,10,0.77
ARAR-PHC-4,85,13,11,0.85
ARAR-PHC-4,86,13,11,0.85
ARAR-PHC-4,87,13,9,0.69
ARAR-PHC-4,88,13,10,0.77
ARAR-PHC-4,89,13,13,1.0
DARB-CHC-1,0,29,19,0.66
DARB-CHC-1,1,29,10,0.34
DARB-CHC-1,2,29,19,0.66
DARB-CHC-1,3,29,18,0.62
DARB-CHC-1,4,29,20,0.69
DARB-CHC-1,5,29,14,0.48
DARB-CHC-1,6,29,24,0.83
DARB-CHC-1,7,29,24,0.83
DARB-CHC-1,8,29,19,0.66
DARB-CHC-1,9,29,23,0.79
DARB-CHC-1,10,29,19,0.66
DARB-CHC-1,11,29,19,0.66
DARB-CHC-1,12,29,20,0.69
DARB-CHC-1,13,29,20,0.69
DARB-CHC-1,14,29,19,0.66
DARB-CHC-1,15,29,25,0.86
DARB-CHC-1,16,29,21,0.72
DARB-CHC-1,17,29,19,0.66
DARB-CHC-1,18,29,21,0.72
DARB-CHC-1,19,29,23,0.79
DARB-CHC-1,20,29,22,0.76
DARB-CHC-1,21,29,20,0.69
DARB-CHC-1,22,29,25,0.86
DARB-CHC-1,23,29,25,0.86
DARB-CHC-1,24,29,16,0.55
DARB-CHC-1,25,29,23,0.79
DARB-CHC-1,26,29,26,0.9
DARB-CHC-1,27,29,24,0.83
DARB-CHC-1,28,29,17,0.59
DARB-CHC-1,29,29,14,0.48
DARB-CHC-1,30,29,22,0.76
DARB-CHC-1,31,29,20,0.69
DARB-CHC-1,32,29,19,0.66
DARB-CHC-1,33,29,19,0.66
DARB-CHC-1,34,29,20,0.69
DARB-CHC-1,35,29,21,0.72
DARB-CHC-1,36,29,19,0.66
DARB-CHC-1,37,29,20,0.69
DARB-CHC-1,38,29,26,0.9
DARB-CHC-1,39,29,22,0.76
DARB-CHC-1,40,29,19,0.66
DARB-CHC-1,41,29,15,0.52
DARB-CHC-1,42,29,23,0.79
DARB-CHC-1,43,29,23,0.79
DARB-CHC-1,44,29,19,0.66
DARB-CHC-1,45,29,24,0.83
DARB-CHC-1,46,29,21,0.72
DARB-CHC-1,47,29,24,0.83
DARB-CHC-1,48,29,22,0.76
DARB-CHC-1,49,29,17,0.59
DARB-CHC-1,50,29,13,0.45
DARB-CHC-1,51,29,18,0.62
DARB-CHC-1,52,29,21,0.72
DARB-CHC-1,53,29,20,0.69
DARB-CHC-1,54,29,19,0.66
DARB-CHC-1,55,29,21,0.72
DARB-CHC-1,56,29,23,0.79
DARB-CHC-1,57,29,21,0.72
DARB-CHC-1,58,29,16,0.55
DARB-CHC-1,59,29,19,0.66
DARB-CHC-1,60,29,22,0.76
DARB-CHC-1,61,29,20,0.69
DARB-CHC-1,62,29,21,0.72
DARB-CHC-1,63,29,24,0.83
DARB-CHC-1,64,29,18,0.62
DARB-CHC-1,65,29,22,0.76
DARB-CHC-1,66,29,19,0.66
DARB-CHC-1,67,29,18,0.62
DARB-CHC-1,68,29,21,0.72
DARB-CHC-1,69,29,19,0.66
DARB-CHC-1,70,29,25,0.86
DARB-CHC-1,71,29,18,0.62
DARB-CHC-1,72,29,18,0.62
DARB-CHC-1,73,29,19,0.66
DARB-CHC-1,74,29,24,0.83
DARB-CHC-1,75,29,22,0.76
DARB-CHC-1,76,29,23,0.79
DARB-CHC-1,77,29,26,0.9
DARB-CHC-1,78,29,18,0.62
DARB-CHC-1,79,29,18,0.62
DARB-CHC-1,80,29,24,0.83
DARB-CHC-1,81,29,22,0.76
DARB-CHC-1,82,29,25,0.86
DARB-CHC-1,83,29,18,0.62
DARB-CHC-1,84,29,22,0.76
DARB-CHC-1,85,29,20,0.69
DARB-CHC-1,86,29,28,0.97
DARB-CHC-1,87,29,17,0.59
DARB-CHC-1,88,29,23,0.79
DARB-CHC-1,89,29,25,0.86
DARB-PHC-2,0,8,7,0.88
DARB-PHC-2,1,8,5,0.62
DARB-PHC-2,2,8,6,0.75
DARB-PHC-2,3,8,6,0.75
DARB-PHC-2,4,8,5,0.62
DARB-PHC-2,5,8,7,0.88
DARB-PHC-2,6,8,6,0.75
DARB-PHC-2,7,8,7,0.88
DARB-PHC-2,8,8,7,0.88
DARB-PHC-2,9,8,5,0.62
DARB-PHC-2,10,8,6,0.75
DARB-PHC-2,11,8,5,0.62
DARB-PHC-2,12,8,6,0.75
DARB-PHC-2,13,8,7,0.88
DARB-PHC-2,14,8,6,0.75
DARB-PHC-2,15,8,5,0.62
DARB-PHC-2,16,8,6,0.75
DARB-PHC-2,17,8,7,0.88
DARB-PHC-2,18,8,6,0.75
DARB-PHC-2,19,8,7,0.88
DARB-PHC-2,20,8,7,0.88
DARB-PHC-2,21,8,5,0.62
DARB-PHC-2,22,8,5,0.62
DARB-PHC-2,23,8,5,0.62
DARB-PHC-2,24,8,5,0.62
DARB-PHC-2,25,8,5,0.62
DARB-PHC-2,26,8,6,0.75
DARB-PHC-2,27,8,5,0.62
DARB-PHC-2,28,8,6,0.75
DARB-PHC-2,29,8,7,0.88
DARB-PHC-2,30,8,7,0.88
DARB-PHC-2,31,8,5,0.62
DARB-PHC-2,32,8,5,0.62
DARB-PHC-2,33,8,6,0.75
DARB-PHC-2,34,8,6,0.75
DARB-PHC-2,35,8,4,0.5
DARB-PHC-2,36,8,8,1.0
DARB-PHC-2,37,8,5,0.62
DARB-PHC-2,38,8,6,0.75
DARB-PHC-2,39,8,6,0.75
DARB-PHC-2,40,8,5,0.62
DARB-PHC-2,41,8,7,0.88
DARB-PHC-2,42,8,6,0.75
DARB-PHC-2,43,8,6,0.75
DARB-PHC-2,44,8,6,0.75
DARB-PHC-2,45,8,6,0.75
DARB-PHC-2,46,8,6,0.75
DARB-PHC-2,47,8,5,0.62
DARB-PHC-2,48,8,6,0.75
DARB-PHC-2,49,8,7,0.88
DARB-PHC-2,50,8,6,0.75
DARB-PHC-2,51,8,6,0.75
DARB-PHC-2,52,8,6,0.75
DARB-PHC-2,53,8,7,0.88
DARB-PHC-2,54,8,5,0.62
DARB-PHC-2,55,8,6,0.75
DARB-PHC-2,56,8,6,0.75
DARB-PHC-2,57,8,6,0.75
DARB-PHC-2,58,8,7,0.88
DARB-PHC-2,59,8,6,0.75
DARB-PHC-2,60,8,7,0.88
DARB-PHC-2,61,8,7,0.88
DARB-PHC-2,62,8,6,0.75
DARB-PHC-2,63,8,8,1.0
DARB-PHC-2,64,8,5,0.62
DARB-PHC-2,65,8,5,0.62
DARB-PHC-2,66,8,5,0.62
DARB-PHC-2,67,8,5,0.62
DARB-PHC-2,68,8,7,0.88
DARB-PHC-2,69,8,6,0.75
DARB-PHC-2,70,8,6,0.75
DARB-PHC-2,71,8,6,0.75
DARB-PHC-2,72,8,5,0.62
DARB-PHC-2,73,8,5,0.62
DARB-PHC-2,74,8,5,0.62
DARB-PHC-2,75,8,5,0.62
DARB-PHC-2,76,8,7,0.88
DARB-PHC-2,77,8,6,0.75
DARB-PHC-2,78,8,6,0.75
DARB-PHC-2,79,8,6,0.75
DARB-PHC-2,80,8,5,0.62
DARB-PHC-2,81,8,6,0.75
DARB-PHC-2,82,8,6,0.75
DARB-PHC-2,83,8,6,0.75
DARB-PHC-2,84,8,5,0.62
DARB-PHC-2,85,8,7,0.88
DARB-PHC-2,86,8,6,0.75
DARB-PHC-2,87,8,6,0.75
DARB-PHC-2,88,8,6,0.75
DARB-PHC-2,89,8,6,0.75
DARB-PHC-3,0,10,8,0.8
DARB-PHC-3,1,10,7,0.7
DARB-PHC-3,2,10,7,0.7
DARB-PHC-3,3,10,7,0.7
DARB-PHC-3,4,10,7,0.7
DARB-PHC-3,5,10,6,0.6
DARB-PHC-3,6,10,8,0.8
DARB-PHC-3,7,10,8,0.8
DARB-PHC-3,8,10,7,0.7
DARB-PHC-3,9,10,9,0.9
DARB-PHC-3,10,10,8,0.8
DARB-PHC-3,11,10,6,0.6
DARB-PHC-3,12,10,8,0.8
DARB-PHC-3,13,10,7,0.7
DARB-PHC-3,14,10,5,0.5
DARB-PHC-3,15,10,6,0.6
DARB-PHC-3,16,10,6,0.6
DARB-PHC-3,17,10,6,0.6
DARB-PHC-3,18,10,8,0.8
DARB-PHC-3,19,10,7,0.7
DARB-PHC-3,20,10,7,0.7
DARB-PHC-3,21,10,8,0.8
DARB-PHC-3,22,10,7,0.7
DARB-PHC-3,23,10,6,0.6
DARB-PHC-3,24,10,8,0.8
DARB-PHC-3,25,10,6,0.6
DARB-PHC-3,26,10,9,0.9
DARB-PHC-3,27,10,6,0.6
DARB-PHC-3,28,10,7,0.7
DARB-PHC-3,29,10,7,0.7
DARB-PHC-3,30,10,7,0.7
DARB-PHC-3,31,10,6,0.6
DARB-PHC-3,32,10,8,0.8
DARB-PHC-3,33,10,7,0.7
DARB-PHC-3,34,10,7,0.7
DARB-PHC-3,35,10,7,0.7
DARB-PHC-3,36,10,6,0.6
DARB-PHC-3,37,10,7,0.7
DARB-PHC-3,38,10,7,0.7
DARB-PHC-3,39,10,8,0.8
DARB-PHC-3,40,10,6,0.6
DARB-PHC-3,41,10,9,0.9
DARB-PHC-3,42,10,8,0.8
DARB-PHC-3,43,10,6,0.6
DARB-PHC-3,44,10,8,0.8
DARB-PHC-3,45,10,9,0.9
DARB-PHC-3,46,10,6,0.6
DARB-PHC-3,47,10,6,0.6
DARB-PHC-3,48,10,7,0.7
DARB-PHC-3,49,10,8,0.8
DARB-PHC-3,50,10,7,0.7
DARB-PHC-3,51,10,8,0.8
DARB-PHC-3,52,10,8,0.8
DARB-PHC-3,53,10,9,0.9
DARB-PHC-3,54,10,7,0.7
DARB-PHC-3,55,10,8,0.8
DARB-PHC-3,56,10,8,0.8
DARB-PHC-3,57,10,5,0.5
DARB-PHC-3,58,10,5,0.5
DARB-PHC-3,59,10,7,0.7
DARB-PHC-3,60,10,7,0.7
DARB-PHC-3,61,10,6,0.6
DARB-PHC-3,62,10,7,0.7
DARB-PHC-3,63,10,7,0.7
DARB-PHC-3,64,10,7,0.7
DARB-PHC-3,65,10,7,0.7
DARB-PHC-3,66,10,6,0.6
DARB-PHC-3,67,10,8,0.8
DARB-PHC-3,68,10,7,0.7
DARB-PHC-3,69,10,7,0.7
DARB-PHC-3,70,10,8,0.8
DARB-PHC-3,71,10,4,0.4
DARB-PHC-3,72,10,8,0.8
DARB-PHC-3,73,10,5,0.5
DARB-PHC-3,74,10,4,0.4
DARB-PHC-3,75,10,6,0.6
DARB-PHC-3,76,10,6,0.6
DARB-PHC-3,77,10,8,0.8
DARB-PHC-3,78,10,7,0.7
DARB-PHC-3,79,10,7,0.7
DARB-PHC-3,80,10,7,0.7
DARB-PHC-3,81,10,6,0.6
DARB-PHC-3,82,10,8,0.8
DARB-PHC-3,83,10,5,0.5
DARB-PHC-3,84,10,7,0.7
DARB-PHC-3,85,10,6,0.6
DARB-PHC-3,86,10,7,0.7
DARB-PHC-3,87,10,7,0.7
DARB-PHC-3,88,10,8,0.8
DARB-PHC-3,89,10,7,0.7
DARB-PHC-4,0,11,8,0.73
DARB-PHC-4,1,11,9,0.82
DARB-PHC-4,2,11,8,0.73
DARB-PHC-4,3,11,8,0.73
DARB-PHC-4,4,11,8,0.73
DARB-PHC-4,5,11,6,0.55
DARB-PHC-4,6,11,10,0.91
DARB-PHC-4,7,11,9,0.82
DARB-PHC-4,8,11,7,0.64
DARB-PHC-4,9,11,7,0.64
DARB-PHC-4,10,11,9,0.82
DARB-PHC-4,11,11,7,0.64
DARB-PHC-4,12,11,10,0.91
DARB-PHC-4,13,11,9,0.82
DARB-PHC-4,14,11,8,0.73
DARB-PHC-4,15,11,7,0.64
DARB-PHC-4,16,11,9,0.82
DARB-PHC-4,17,11,8,0.73
DARB-PHC-4,18,11,10,0.91
DARB-PHC-4,19,11,6,0.55
DARB-PHC-4,20,11,9,0.82
DARB-PHC-4,21,11,7,0.64
DARB-PHC-4,22,11,9,0.82
DARB-PHC-4,23,11,8,0.73
DARB-PHC-4,24,11,7,0.64
DARB-PHC-4,25,11,8,0.73
DARB-PHC-4,26,11,7,0.64
DARB-PHC-4,27,11,8,0.73
DARB-PHC-4,28,11,8,0.73
DARB-PHC-4,29,11,9,0.82
DARB-PHC-4,30,11,8,0.73
DARB-PHC-4,31,11,9,0.82
DARB-PHC-4,32,11,8,0.73
DARB-PHC-4,33,11,8,0.73
DARB-PHC-4,34,11,8,0.73
DARB-PHC-4,35,11,6,0.55
DARB-PHC-4,36,11,7,0.64
DARB-PHC-4,37,11,7,0.64
DARB-PHC-4,38,11,6,0.55
DARB-PHC-4,39,11,8,0.73
DARB-PHC-4,40,11,9,0.82
DARB-PHC-4,41,11,7,0.64
DARB-PHC-4,42,11,7,0.64
DARB-PHC-4,43,11,9,0.82
DARB-PHC-4,44,11,8,0.73
DARB-PHC-4,45,11,7,0.64
DARB-PHC-4,46,11,7,0.64
DARB-PHC-4,47,11,8,0.73
DARB-PHC-4,48,11,9,0.82
DARB-PHC-4,49,11,8,0.73
DARB-PHC-4,50,11,8,0.73
DARB-PHC-4,51,11,8,0.73
DARB-PHC-4,52,11,9,0.82
DARB-PHC-4,53,11,9,0.82
DARB-PHC-4,54,11,7,0.64
DARB-PHC-4,55,11,10,0.91
DARB-PHC-4,56,11,9,0.82
DARB-PHC-4,57,11,9,0.82
DARB-PHC-4,58,11,8,0.73
DARB-PHC-4,59,11,8,0.73
DARB-PHC-4,60,11,8,0.73
DARB-PHC-4,61,11,7,0.64
DARB-PHC-4,62,11,6,0.55
DARB-PHC-4,63,11,7,0.64
DARB-PHC-4,64,11,7,0.64
DARB-PHC-4,65,11,7,0.64
DARB-PHC-4,66,11,9,0.82
DARB-PHC-4,67,11,7,0.64
DARB-PHC-4,68,11,9,0.82
DARB-PHC-4,69,11,10,0.91
DARB-PHC-4,70,11,6,0.55
DARB-PHC-4,71,11,10,0.91
DARB-PHC-4,72,11,9,0.82
DARB-PHC-4,73,11,10,0.91
DARB-PHC-4,74,11,10,0.91
DARB-PHC-4,75,11,8,0.73
DARB-PHC-4,76,11,6,0.55
DARB-PHC-4,77,11,9,0.82
DARB-PHC-4,78,11,7,0.64
DARB-PHC-4,79,11,7,0.64
DARB-PHC-4,80,11,9,0.82
DARB-PHC-4,81,11,9,0.82
DARB-PHC-4,82,11,6,0.55
DARB-PHC-4,83,11,9,0.82
DARB-PHC-4,84,11,8,0.73
DARB-PHC-4,85,11,8,0.73
DARB-PHC-4,86,11,7,0.64
DARB-PHC-4,87,11,9,0.82
DARB-PHC-4,88,11,9,0.82
DARB-PHC-4,89,11,6,0.55
VADO-CHC-1,0,34,19,0.56
VADO-CHC-1,1,34,15,0.44
VADO-CHC-1,2,34,25,0.74
VADO-CHC-1,3,34,25,0.74
VADO-CHC-1,4,34,21,0.62
VADO-CHC-1,5,34,18,0.53
VADO-CHC-1,6,34,19,0.56
VADO-CHC-1,7,34,26,0.76
VADO-CHC-1,8,34,19,0.56
VADO-CHC-1,9,34,25,0.74
VADO-CHC-1,10,34,18,0.53
VADO-CHC-1,11,34,26,0.76
VADO-CHC-1,12,34,18,0.53
VADO-CHC-1,13,34,21,0.62
VADO-CHC-1,14,34,25,0.74
VADO-CHC-1,15,34,22,0.65
VADO-CHC-1,16,34,19,0.56
VADO-CHC-1,17,34,21,0.62
VADO-CHC-1,18,34,29,0.85
VADO-CHC-1,19,34,22,0.65
VADO-CHC-1,20,34,22,0.65
VADO-CHC-1,21,34,20,0.59
VADO-CHC-1,22,34,21,0.62
VADO-CHC-1,23,34,23,0.68
VADO-CHC-1,24,34,23,0.68
VADO-CHC-1,25,34,22,0.65
VADO-CHC-1,26,34,24,0.71
VADO-CHC-1,27,34,28,0.82
VADO-CHC-1,28,34,27,0.79
VADO-CHC-1,29,34,19,0.56
VADO-CHC-1,30,34,28,0.82
VADO-CHC-1,31,34,20,0.59
VADO-CHC-1,32,34,18,0.53
VADO-CHC-1,33,34,23,0.68
VADO-CHC-1,34,34,23,0.68
VADO-CHC-1,35,34,25,0.74
VADO-CHC-1,36,34,21,0.62
VADO-CHC-1,37,34,20,0.59
VADO-CHC-1,38,34,21,0.62
VADO-CHC-1,39,34,21,0.62
VADO-CHC-1,40,34,22,0.65
VADO-CHC-1,41,34,24,0.71
VADO-CHC-1,42,34,22,0.65
VADO-CHC-1,43,34,21,0.62
VADO-CHC-1,44,34,25,0.74
VADO-CHC-1,45,34,20,0.59
VADO-CHC-1,46,34,26,0.76
VADO-CHC-1,47,34,21,0.62
VADO-CHC-1,48,34,22,0.65
VADO-CHC-1,49,34,21,0.62
VADO-CHC-1,50,34,23,0.68
VADO-CHC-1,51,34,17,0.5
VADO-CHC-1,52,34,24,0.71
VADO-CHC-1,53,34,21,0.62
VADO-CHC-1,54,34,25,0.74
VADO-CHC-1,55,34,22,0.65
VADO-CHC-1,56,34,23,0.68
VADO-CHC-1,57,34,22,0.65
VADO-CHC-1,58,34,19,0.56
VADO-CHC-1,59,34,22,0.65
VADO-CHC-1,60,34,18,0.53
VADO-CHC-1,61,34,23,0.68
VADO-CHC-1,62,34,16,0.47
VADO-CHC-1,63,34,20,0.59
VADO-CHC-1,64,34,26,0.76
VADO-CHC-1,65,34,20,0.59
VADO-CHC-1,66,34,16,0.47
VADO-CHC-1,67,34,19,0.56
VADO-CHC-1,68,34,27,0.79
VADO-CHC-1,69,34,27,0.79
VADO-CHC-1,70,34,21,0.62
VADO-CHC-1,71,34,28,0.82
VADO-CHC-1,72,34,29,0.85
VADO-CHC-1,73,34,25,0.74
VADO-CHC-1,74,34,23,0.68
VADO-CHC-1,75,34,24,0.71
VADO-CHC-1,76,34,26,0.76
VADO-CHC-1,77,34,15,0.44
VADO-CHC-1,78,34,20,0.59
VADO-CHC-1,79,34,25,0.74
VADO-CHC-1,80,34,19,0.56
VADO-CHC-1,81,34,21,0.62
VADO-CHC-1,82,34,18,0.53
VADO-CHC-1,83,34,20,0.59
VADO-CHC-1,84,34,25,0.74
VADO-CHC-1,85,34,24,0.71
VADO-CHC-1,86,34,21,0.62
VADO-CHC-1,87,34,18,0.53
VADO-CHC-1,88,34,23,0.68
VADO-CHC-1,89,34,22,0.65
VADO-PHC-2,0,10,7,0.7
VADO-PHC-2,1,10,6,0.6
VADO-PHC-2,2,10,6,0.6
VADO-PHC-2,3,10,7,0.7
VADO-PHC-2,4,10,7,0.7
VADO-PHC-2,5,10,7,0.7
VADO-PHC-2,6,10,7,0.7
VADO-PHC-2,7,10,8,0.8
VADO-PHC-2,8,10,6,0.6
VADO-PHC-2,9,10,6,0.6
VADO-PHC-2,10,10,6,0.6
VADO-PHC-2,11,10,7,0.7
VADO-PHC-2,12,10,7,0.7
VADO-PHC-2,13,10,7,0.7
VADO-PHC-2,14,10,6,0.6
VADO-PHC-2,15,10,5,0.5
VADO-PHC-2,16,10,7,0.7
VADO-PHC-2,17,10,7,0.7
VADO-PHC-2,18,10,7,0.7
VADO-PHC-2,19,10,6,0.6
VADO-PHC-2,20,10,6,0.6
VADO-PHC-2,21,10,7,0.7
VADO-PHC-2,22,10,7,0.7
VADO-PHC-2,23,10,5,0.5
VADO-PHC-2,24,10,7,0.7
VADO-PHC-2,25,10,5,0.5
VADO-PHC-2,26,10,5,0.5
VADO-PHC-2,27,10,6,0.6
VADO-PHC-2,28,10,6,0.6
VADO-PHC-2,29,10,6,0.6
VADO-PHC-2,30,10,5,0.5
VADO-PHC-2,31,10,6,0.6
VADO-PHC-2,32,10,6,0.6
VADO-PHC-2,33,10,7,0.7
VADO-PHC-2,34,10,6,0.6
VADO-PHC-2,35,10,5,0.5
VADO-PHC-2,36,10,7,0.7
VADO-PHC-2,37,10,6,0.6
VADO-PHC-2,38,10,6,0.6
VADO-PHC-2,39,10,8,0.8
VADO-PHC-2,40,10,6,0.6
VADO-PHC-2,41,10,6,0.6
VADO-PHC-2,42,10,7,0.7
VADO-PHC-2,43,10,6,0.6
VADO-PHC-2,44,10,8,0.8
VADO-PHC-2,45,10,6,0.6
VADO-PHC-2,46,10,8,0.8
VADO-PHC-2,47,10,4,0.4
VADO-PHC-2,48,10,6,0.6
VADO-PHC-2,49,10,6,0.6
VADO-PHC-2,50,10,7,0.7
VADO-PHC-2,51,10,7,0.7
VADO-PHC-2,52,10,6,0.6
VADO-PHC-2,53,10,5,0.5
VADO-PHC-2,54,10,7,0.7
VADO-PHC-2,55,10,5,0.5
VADO-PHC-2,56,10,7,0.7
VADO-PHC-2,57,10,7,0.7
VADO-PHC-2,58,10,6,0.6
VADO-PHC-2,59,10,8,0.8
VADO-PHC-2,60,10,7,0.7
VADO-PHC-2,61,10,7,0.7
VADO-PHC-2,62,10,6,0.6
VADO-PHC-2,63,10,8,0.8
VADO-PHC-2,64,10,6,0.6
VADO-PHC-2,65,10,6,0.6
VADO-PHC-2,66,10,5,0.5
VADO-PHC-2,67,10,6,0.6
VADO-PHC-2,68,10,8,0.8
VADO-PHC-2,69,10,6,0.6
VADO-PHC-2,70,10,7,0.7
VADO-PHC-2,71,10,8,0.8
VADO-PHC-2,72,10,6,0.6
VADO-PHC-2,73,10,6,0.6
VADO-PHC-2,74,10,8,0.8
VADO-PHC-2,75,10,7,0.7
VADO-PHC-2,76,10,7,0.7
VADO-PHC-2,77,10,6,0.6
VADO-PHC-2,78,10,7,0.7
VADO-PHC-2,79,10,7,0.7
VADO-PHC-2,80,10,5,0.5
VADO-PHC-2,81,10,8,0.8
VADO-PHC-2,82,10,8,0.8
VADO-PHC-2,83,10,7,0.7
VADO-PHC-2,84,10,6,0.6
VADO-PHC-2,85,10,6,0.6
VADO-PHC-2,86,10,6,0.6
VADO-PHC-2,87,10,7,0.7
VADO-PHC-2,88,10,7,0.7
VADO-PHC-2,89,10,7,0.7
VADO-PHC-3,0,8,5,0.62
VADO-PHC-3,1,8,6,0.75
VADO-PHC-3,2,8,6,0.75
VADO-PHC-3,3,8,5,0.62
VADO-PHC-3,4,8,5,0.62
VADO-PHC-3,5,8,5,0.62
VADO-PHC-3,6,8,4,0.5
VADO-PHC-3,7,8,6,0.75
VADO-PHC-3,8,8,4,0.5
VADO-PHC-3,9,8,4,0.5
VADO-PHC-3,10,8,5,0.62
VADO-PHC-3,11,8,5,0.62
VADO-PHC-3,12,8,6,0.75
VADO-PHC-3,13,8,7,0.88
VADO-PHC-3,14,8,5,0.62
VADO-PHC-3,15,8,5,0.62
VADO-PHC-3,16,8,4,0.5
VADO-PHC-3,17,8,5,0.62
VADO-PHC-3,18,8,5,0.62
VADO-PHC-3,19,8,5,0.62
VADO-PHC-3,20,8,6,0.75
VADO-PHC-3,21,8,4,0.5
VADO-PHC-3,22,8,6,0.75
VADO-PHC-3,23,8,6,0.75
VADO-PHC-3,24,8,5,0.62
VADO-PHC-3,25,8,4,0.5
VADO-PHC-3,26,8,5,0.62
VADO-PHC-3,27,8,5,0.62
VADO-PHC-3,28,8,4,0.5
VADO-PHC-3,29,8,6,0.75
VADO-PHC-3,30,8,6,0.75
VADO-PHC-3,31,8,5,0.62
VADO-PHC-3,32,8,5,0.62
VADO-PHC-3,33,8,6,0.75
VADO-PHC-3,34,8,5,0.62
VADO-PHC-3,35,8,3,0.38
VADO-PHC-3,36,8,4,0.5
VADO-PHC-3,37,8,5,0.62
VADO-PHC-3,38,8,5,0.62
VADO-PHC-3,39,8,7,0.88
VADO-PHC-3,40,8,5,0.62
VADO-PHC-3,41,8,5,0.62
VADO-PHC-3,42,8,6,0.75
VADO-PHC-3,43,8,6,0.75
VADO-PHC-3,44,8,5,0.62
VADO-PHC-3,45,8,6,0.75
VADO-PHC-3,46,8,4,0.5
VADO-PHC-3,47,8,4,0.5
VADO-PHC-3,48,8,5,0.62
VADO-PHC-3,49,8,7,0.88
VADO-PHC-3,50,8,6,0.75
VADO-PHC-3,51,8,5,0.62
VADO-PHC-3,52,8,6,0.75
VADO-PHC-3,53,8,4,0.5
VADO-PHC-3,54,8,5,0.62
VADO-PHC-3,55,8,5,0.62
VADO-PHC-3,56,8,5,0.62
VADO-PHC-3,57,8,5,0.62
VADO-PHC-3,58,8,5,0.62
VADO-PHC-3,59,8,3,0.38
VADO-PHC-3,60,8,6,0.75
VADO-PHC-3,61,8,6,0.75
VADO-PHC-3,62,8,5,0.62
VADO-PHC-3,63,8,5,0.62
VADO-PHC-3,64,8,5,0.62
VADO-PHC-3,65,8,5,0.62
VADO-PHC-3,66,8,6,0.75
VADO-PHC-3,67,8,7,0.88
VADO-PHC-3,68,8,6,0.75
VADO-PHC-3,69,8,7,0.88
VADO-PHC-3,70,8,5,0.62
VADO-PHC-3,71,8,4,0.5
VADO-PHC-3,72,8,5,0.62
VADO-PHC-3,73,8,7,0.88
VADO-PHC-3,74,8,5,0.62
VADO-PHC-3,75,8,5,0.62
VADO-PHC-3,76,8,6,0.75
